id,first_name,last_name,username,email,gender,ip_address,race,street_name,city,state,postal_code,drinks,age,commited_crime
945,Kenneth,Williams,kwilliamsq8,kwilliamsq8@msn.com,Male,133.168.44.104,Vietnamese,Ohio,Tacoma,WA,98442,Seldom,54,true
946,Phillip,Watson,pwatsonq9,pwatsonq9@slashdot.org,Male,19.201.221.248,Colombian,Anthes,Cleveland,OH,44197,Yearly,52,false
947,Rose,Burns,rburnsqa,rburnsqa@umich.edu,Female,153.120.173.39,Paiute,Sommers,Rockford,IL,61110,Often,36,true
948,Eugene,Robinson,erobinsonqb,erobinsonqb@friendfeed.com,Male,3.122.124.41,American Indian,Oneill,Pittsburgh,PA,15240,Often,37,false
949,Kenneth,Burton,kburtonqc,kburtonqc@bing.com,Male,210.123.43.171,Salvadoran,Lotheville,Ocala,FL,34479,Seldom,51,true
950,Bonnie,Wood,bwoodqd,bwoodqd@dagondesign.com,Female,183.169.222.217,Delaware,Lindbergh,Miami,FL,33164,Daily,65,false
951,Ralph,Green,rgreenqe,rgreenqe@meetup.com,Male,204.89.96.76,Argentinian,David,Saint Paul,MN,55103,Never,51,false
952,Wayne,Clark,wclarkqf,wclarkqf@nih.gov,Male,40.113.240.94,Creek,Meadow Vale,Denton,TX,76205,Daily,23,true
953,Denise,Harper,dharperqg,dharperqg@xinhuanet.com,Female,191.92.0.245,Creek,Stang,Indianapolis,IN,46278,Once,64,false
954,Justin,Lawson,jlawsonqh,jlawsonqh@skype.com,Male,165.219.121.39,Paiute,Lotheville,Sacramento,CA,95865,Yearly,22,false
955,Julie,Pierce,jpierceqi,jpierceqi@va.gov,Female,148.152.167.133,Native Hawaiian,Rutledge,Denver,CO,80217,Daily,41,true
956,Gloria,Cook,gcookqj,gcookqj@desdev.cn,Female,231.151.33.94,Melanesian,Ridgeway,Omaha,NE,68105,Often,91,false
957,Bonnie,Crawford,bcrawfordqk,bcrawfordqk@google.com.hk,Female,46.63.157.210,Central American,Thierer,San Jose,CA,95194,Seldom,92,true
958,David,Elliott,delliottql,delliottql@msu.edu,Male,71.136.66.26,Laotian,Vermont,Washington,DC,20010,Never,87,false
959,Brenda,Thomas,bthomasqm,bthomasqm@newyorker.com,Female,143.248.202.222,Yuman,Del Sol,Marietta,GA,30061,Yearly,75,false
960,Robin,Oliver,roliverqn,roliverqn@godaddy.com,Female,84.12.99.65,Potawatomi,Grayhawk,Memphis,TN,38143,Daily,98,false
961,Jacqueline,Brown,jbrownqo,jbrownqo@livejournal.com,Female,160.101.28.58,Bolivian,Buell,Charleston,WV,25336,Never,84,true
962,Rose,Hall,rhallqp,rhallqp@storify.com,Female,154.68.54.144,Lumbee,Northwestern,Los Angeles,CA,90060,Never,31,true
963,Benjamin,Barnes,bbarnesqq,bbarnesqq@disqus.com,Male,136.107.221.138,Lumbee,Forster,Grand Rapids,MI,49518,Often,69,false
964,Benjamin,Mendoza,bmendozaqr,bmendozaqr@booking.com,Male,149.220.41.144,Colville,Moland,Naples,FL,34102,Daily,33,true
965,Anthony,Fox,afoxqs,afoxqs@symantec.com,Male,21.5.46.102,Sri Lankan,Sunbrook,Houston,TX,77020,Often,53,true
966,Billy,Duncan,bduncanqt,bduncanqt@ebay.co.uk,Male,200.190.123.99,Filipino,Ilene,Birmingham,AL,35244,Yearly,93,true
967,Frances,Stewart,fstewartqu,fstewartqu@jalbum.net,Female,106.138.132.246,Shoshone,Sugar,Springfield,IL,62776,Daily,34,false
968,Randy,Nelson,rnelsonqv,rnelsonqv@netlog.com,Male,236.101.248.82,Native Hawaiian and Other Pacific Islander (NHPI),Hanson,Charleston,SC,29416,Daily,83,true
969,Amanda,Warren,awarrenqw,awarrenqw@washington.edu,Female,165.121.242.158,Asian,Memorial,Inglewood,CA,90310,Often,60,false
970,Wanda,Murphy,wmurphyqx,wmurphyqx@jiathis.com,Female,89.229.63.170,Lumbee,Sommers,Kansas City,MO,64160,Seldom,90,true
971,Anthony,Mccoy,amccoyqy,amccoyqy@ycombinator.com,Male,219.254.210.117,Dominican (Dominican Republic),Anzinger,Tampa,FL,33694,Never,72,true
972,Kathleen,Green,kgreenqz,kgreenqz@ycombinator.com,Female,156.144.12.63,Hmong,Prairieview,Washington,DC,20557,Daily,34,false
973,Jack,Matthews,jmatthewsr0,jmatthewsr0@diigo.com,Male,209.39.113.204,Menominee,Morning,Greensboro,NC,27409,Monthly,86,false
974,Frank,Morgan,fmorganr1,fmorganr1@mlb.com,Male,244.55.29.69,Indonesian,Bartillon,San Diego,CA,92137,Daily,56,true
975,Gregory,Franklin,gfranklinr2,gfranklinr2@cloudflare.com,Male,205.153.103.165,Venezuelan,Merrick,Indianapolis,IN,46266,Once,51,true
976,Diane,Reed,dreedr3,dreedr3@china.com.cn,Female,141.34.182.108,Pakistani,Di Loreto,Santa Monica,CA,90405,Monthly,18,true
977,Betty,Murray,bmurrayr4,bmurrayr4@digg.com,Female,97.133.216.179,Dominican (Dominican Republic),Eliot,New York City,NY,10131,Yearly,26,true
978,Donald,Miller,dmillerr5,dmillerr5@hostgator.com,Male,199.213.133.240,Laotian,Manitowish,Santa Monica,CA,90410,Often,73,false
979,Karen,Green,kgreenr6,kgreenr6@nytimes.com,Female,22.74.65.169,Polynesian,Barby,Mobile,AL,36628,Monthly,42,true
980,Marilyn,Ford,mfordr7,mfordr7@lulu.com,Female,200.213.89.52,Ecuadorian,Hanson,Shawnee Mission,KS,66225,Seldom,94,false
981,Kelly,Holmes,kholmesr8,kholmesr8@upenn.edu,Female,118.29.76.254,Choctaw,Declaration,Concord,CA,94522,Monthly,57,true
982,Bruce,Dean,bdeanr9,bdeanr9@ftc.gov,Male,3.109.69.169,Comanche,Ridgeway,Norfolk,VA,23509,Monthly,99,false
983,Shirley,Alexander,salexanderra,salexanderra@salon.com,Female,49.196.28.230,Menominee,Becker,Eugene,OR,97405,Yearly,41,true
984,Donna,Johnson,djohnsonrb,djohnsonrb@ted.com,Female,149.69.19.26,Sri Lankan,Vera,Los Angeles,CA,90094,Daily,27,false
985,Jonathan,Murray,jmurrayrc,jmurrayrc@hostgator.com,Male,188.221.131.125,Ecuadorian,Aberg,Washington,DC,20575,Never,80,true
986,Jose,Knight,jknightrd,jknightrd@vimeo.com,Male,81.73.203.57,Bolivian,Claremont,San Diego,CA,92137,Daily,51,true
987,Paula,Lawson,plawsonre,plawsonre@acquirethisname.com,Female,3.36.189.174,Paiute,Hanson,Miami,FL,33153,Daily,68,true
988,George,Richards,grichardsrf,grichardsrf@mayoclinic.com,Male,163.220.224.215,Guamanian,Montana,Birmingham,AL,35210,Never,43,false
989,Lisa,Henderson,lhendersonrg,lhendersonrg@sfgate.com,Female,197.18.85.213,American Indian,Dapin,Monticello,MN,55590,Yearly,26,false
990,Patrick,Jones,pjonesrh,pjonesrh@ebay.com,Male,83.194.165.196,Choctaw,Village Green,Topeka,KS,66699,Often,41,false
991,Ronald,Jacobs,rjacobsri,rjacobsri@list-manage.com,Male,150.128.37.12,Creek,Delladonna,Corpus Christi,TX,78415,Seldom,94,false
992,Dennis,Lee,dleerj,dleerj@ask.com,Male,175.77.113.47,Honduran,Reindahl,Phoenix,AZ,85083,Monthly,18,true
993,Matthew,Fernandez,mfernandezrk,mfernandezrk@tuttocitta.it,Male,242.70.22.220,Paraguayan,East,Seattle,WA,98158,Yearly,42,false
994,Margaret,Little,mlittlerl,mlittlerl@dot.gov,Female,140.14.202.156,Ottawa,Dennis,Atlanta,GA,31119,Daily,97,false
995,Brian,Rogers,brogersrm,brogersrm@yandex.ru,Male,78.148.225.0,Houma,Stone Corner,Temple,TX,76505,Seldom,78,false
996,Carol,Sims,csimsrn,csimsrn@bandcamp.com,Female,108.12.128.104,Cheyenne,Buell,Pittsburgh,PA,15220,Once,84,false
997,Ronald,James,rjamesro,rjamesro@bbb.org,Male,158.180.183.46,Pueblo,Messerschmidt,Baltimore,MD,21216,Yearly,64,false
998,Thomas,Burton,tburtonrp,tburtonrp@phoca.cz,Male,195.197.51.207,Indonesian,3rd,Bakersfield,CA,93386,Never,35,false
999,Ruth,Howell,rhowellrq,rhowellrq@cnet.com,Female,170.37.155.41,Bolivian,Fieldstone,Newport Beach,CA,92662,Monthly,24,false
1000,Wanda,Sanders,wsandersrr,wsandersrr@sohu.com,Female,221.142.123.217,Menominee,Oakridge,Washington,DC,20580,Often,91,false
